embedding_model,corpus,query_id,difficulty,category,query,relevant_functions,top_1_function,top_5_functions,top_10_functions,first_relevant_rank,reciprocal_rank
bge-base,raw,q_0379,moderate,data_flow,How does struct contains information about state chess can undone includes castle become the resulting state across the code?,"[""include/types.h::UndoInfo::UndoInfo::41""]",include/types.h::UndoInfo::UndoInfo::44,"[""include/types.h::UndoInfo::UndoInfo::44"", ""include/types.h::UndoInfo::UndoInfo::41"", ""benchmark_tests/perft_tests.cpp::Test::BenchMark::perft::60"", ""src/init.cpp::initSliderAttacks::291"", ""src/hashtable.cpp::clearTranspositionTable::67""]","[""include/types.h::UndoInfo::UndoInfo::44"", ""include/types.h::UndoInfo::UndoInfo::41"", ""benchmark_tests/perft_tests.cpp::Test::BenchMark::perft::60"", ""src/init.cpp::initSliderAttacks::291"", ""src/hashtable.cpp::clearTranspositionTable::67"", ""src/UCI.cpp::handlePosition::122"", ""src/search/search.cpp::initSearchTables::54"", ""src/init.cpp::initLeaperPiecesAttacks::282"", ""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27"", ""src/search/see.cpp::see::14""]",2,0.5
bge-base,raw,q_0380,easy,input_output,How does the system turn sets chess engine initializing libraries starting allocates memory structures performs into an outcome used elsewhere?,"[""src/main.cpp::main::10""]",src/init.cpp::initAll::428,"[""src/init.cpp::initAll::428"", ""src/init.cpp::initLeaperPiecesAttacks::282"", ""src/search/search.cpp::initSearchTables::54"", ""src/init.cpp::initRandomKeys::322"", ""src/init.cpp::initSliderAttacks::291""]","[""src/init.cpp::initAll::428"", ""src/init.cpp::initLeaperPiecesAttacks::282"", ""src/search/search.cpp::initSearchTables::54"", ""src/init.cpp::initRandomKeys::322"", ""src/init.cpp::initSliderAttacks::291"", ""src/eval/evaluation.cpp::init_tables::22"", ""src/init.cpp::initSliderAttacks::291"", ""src/hashtable.cpp::initTranspositionTable::48"", ""src/init.cpp::initialiseSquaresBetween::400"", ""src/UCI.cpp::resetGameVariables::26""]",,0.0
bge-base,raw,q_0381,difficult,state_transition,What state is established while the system performs command handler chess engine supports commands likeuci isready position others?,"[""src/UCI.cpp::UCI::238""]",src/UCI.cpp::handleIsReady::118,"[""src/UCI.cpp::handleIsReady::118"", ""src/UCI.cpp::UCI::238"", ""src/UCI.cpp::handleUci::31"", ""src/UCI.cpp::handlePosition::122"", ""src/UCI.cpp::handleGo::194""]","[""src/UCI.cpp::handleIsReady::118"", ""src/UCI.cpp::UCI::238"", ""src/UCI.cpp::handleUci::31"", ""src/UCI.cpp::handlePosition::122"", ""src/UCI.cpp::handleGo::194"", ""src/UCI.cpp::handlePosition::122"", ""src/hashtable.cpp::clearTranspositionTable::67"", ""src/UCI.cpp::handleOption::103"", ""src/UCI.cpp::handleOption::66"", ""src/init.cpp::initSliderAttacks::291""]",2,0.5
bge-base,raw,q_0382,easy,functionality,Which part of the code is responsible for initializes sliding attacks tables iterates over all squares applies bitwise?,"[""src/init.cpp::initSliderAttacks::291""]",src/init.cpp::initSliderAttacks::291,"[""src/init.cpp::initSliderAttacks::291"", ""src/init.cpp::initSliderAttacks::291"", ""src/search/see.cpp::see::14"", ""src/init.cpp::initLeaperPiecesAttacks::282"", ""src/eval/evaluation.cpp::evaluate::35""]","[""src/init.cpp::initSliderAttacks::291"", ""src/init.cpp::initSliderAttacks::291"", ""src/search/see.cpp::see::14"", ""src/init.cpp::initLeaperPiecesAttacks::282"", ""src/eval/evaluation.cpp::evaluate::35"", ""include/inline_functions.h::getRookXrayAttacks::74"", ""include/inline_functions.h::getRookAttacks::66"", ""src/init.cpp::rookAttacksOnTheFly::241"", ""src/init.cpp::bishopAttacksOnTheFly::213"", ""src/init.cpp::maskPawnAttacks::123""]",1,1.0
bge-base,raw,q_0383,difficult,state_transition,How is the result of get path executable program uses methods such reading proc self reflected in the next state?,"[""src/logger/logger.cpp::getExecutableDirectory::16""]",src/logger/logger.cpp::getExecutableDirectory::16,"[""src/logger/logger.cpp::getExecutableDirectory::16"", ""benchmark_tests/perft_tests.cpp::Test::BenchMark::standardPerft::107"", ""src/main.cpp::main::10"", ""src/UCI.cpp::UCI::238"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countPawnAttacks::17""]","[""src/logger/logger.cpp::getExecutableDirectory::16"", ""benchmark_tests/perft_tests.cpp::Test::BenchMark::standardPerft::107"", ""src/main.cpp::main::10"", ""src/UCI.cpp::UCI::238"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countPawnAttacks::17"", ""src/UCI.cpp::handlePosition::122"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countBishopMoves_noEdges::94"", ""benchmark_tests/perft_tests.cpp::Test::BenchMark::perft::60"", ""benchmark_tests/perft_tests.cpp::Test::BenchMark::standardPerft::107"", ""debug_tests/see_tests.cpp::Test::Debug::see_test::15""]",1,1.0
bge-base,raw,q_0384,easy,input_output,How does the system turn prints readyok message standard output into an outcome used elsewhere?,"[""src/UCI.cpp::handleIsReady::118""]",src/UCI.cpp::handleIsReady::118,"[""src/UCI.cpp::handleIsReady::118"", ""src/UCI.cpp::handlePosition::122"", ""src/misc.cpp::printBitBoard::27"", ""src/misc.cpp::printMove::81"", ""src/UCI.cpp::handleOption::103""]","[""src/UCI.cpp::handleIsReady::118"", ""src/UCI.cpp::handlePosition::122"", ""src/misc.cpp::printBitBoard::27"", ""src/misc.cpp::printMove::81"", ""src/UCI.cpp::handleOption::103"", ""debug_tests/move_tests.cpp::Test::Debug::printMoveOrdering::50"", ""src/misc.cpp::printMovesList::122"", ""benchmark_tests/perft_tests.cpp::Test::BenchMark::standardPerft::107"", ""src/UCI.cpp::handleGo::194"", ""src/UCI.cpp::cleanUp::233""]",1,1.0
bge-base,raw,q_0385,easy,input_output,What processing produces the observed result after creates unique hash key chess position combining different pieces positions?,"[""src/hashtable.cpp::generateHashKey::26""]",src/hashtable.cpp::generateHashKey::26,"[""src/hashtable.cpp::generateHashKey::26"", ""debug_tests/move_tests.cpp::Test::Debug::printMoveOrdering::50"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/hashtable.cpp::recordHash::114"", ""benchmark_tests/perft_tests.cpp::Test::BenchMark::perft::60""]","[""src/hashtable.cpp::generateHashKey::26"", ""debug_tests/move_tests.cpp::Test::Debug::printMoveOrdering::50"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/hashtable.cpp::recordHash::114"", ""benchmark_tests/perft_tests.cpp::Test::BenchMark::perft::60"", ""src/search/see.cpp::see::14"", ""src/hashtable.cpp::checkHashOccupancy::132"", ""src/hashtable.cpp::recordHash::114"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/search/see.cpp::see::14""]",1,1.0
bge-base,raw,q_0386,easy,input_output,How does the system turn transposition table structure stores key information about previously evaluated positions into an outcome used elsewhere?,"[""src/UCI.cpp::cleanUp::233""]",src/hashtable.cpp::clearTranspositionTable::67,"[""src/hashtable.cpp::clearTranspositionTable::67"", ""src/hashtable.cpp::initTranspositionTable::48"", ""src/UCI.cpp::handlePosition::122"", ""src/hashtable.cpp::recordHash::114"", ""src/hashtable.cpp::probeHash::81""]","[""src/hashtable.cpp::clearTranspositionTable::67"", ""src/hashtable.cpp::initTranspositionTable::48"", ""src/UCI.cpp::handlePosition::122"", ""src/hashtable.cpp::recordHash::114"", ""src/hashtable.cpp::probeHash::81"", ""include/types.h::UndoInfo::UndoInfo::44"", ""src/UCI.cpp::handlePosition::122"", ""debug_tests/evaluation_tests.cpp::swapColours::33"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""src/hashtable.cpp::generateHashKey::26""]",,0.0
bge-base,raw,q_0387,moderate,data_flow,How is the outcome of calculates number rook xray attacks checking all possible moves each carried into later processing?,"[""include/inline_functions.h::getRookXrayAttacks::74""]",src/eval/evaluation.cpp::evaluate::35,"[""src/eval/evaluation.cpp::evaluate::35"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKingMoves::67"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKnightMoves::39"", ""src/search/see.cpp::see::14"", ""src/init.cpp::initSliderAttacks::291""]","[""src/eval/evaluation.cpp::evaluate::35"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKingMoves::67"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKnightMoves::39"", ""src/search/see.cpp::see::14"", ""src/init.cpp::initSliderAttacks::291"", ""src/misc.cpp::parseMove::135"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countPawnAttacks::17"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/search/see.cpp::see::14"", ""include/inline_functions.h::getRookAttacks::66""]",,0.0
bge-base,raw,q_0388,difficult,state_transition,How is the result of prints list moves bit reflected in the next state?,"[""src/misc.cpp::printMovesList::122""]",debug_tests/move_tests.cpp::Test::Debug::moveSorting::20,"[""debug_tests/move_tests.cpp::Test::Debug::moveSorting::20"", ""benchmark_tests/perft_tests.cpp::Test::BenchMark::perft::60"", ""src/misc.cpp::printMovesList::122"", ""debug_tests/move_tests.cpp::Test::Debug::printMoveOrdering::50"", ""src/misc.cpp::printBitBoard::27""]","[""debug_tests/move_tests.cpp::Test::Debug::moveSorting::20"", ""benchmark_tests/perft_tests.cpp::Test::BenchMark::perft::60"", ""src/misc.cpp::printMovesList::122"", ""debug_tests/move_tests.cpp::Test::Debug::printMoveOrdering::50"", ""src/misc.cpp::printBitBoard::27"", ""debug_tests/move_tests.cpp::Test::Debug::printMoveOrdering::50"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""src/UCI.cpp::handlePosition::122"", ""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27"", ""src/misc.cpp::printMove::81""]",3,0.3333333333333333
bge-base,raw,q_0389,difficult,state_transition,Where should I investigate how initializes evaluation tables chess pieces squares flipping white match endianness prepares or changes state before the next stage?,"[""src/eval/evaluation.cpp::init_tables::22""]",src/eval/evaluation.cpp::init_tables::22,"[""src/eval/evaluation.cpp::init_tables::22"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""src/init.cpp::initLeaperPiecesAttacks::282"", ""src/init.cpp::initialiseSquaresBetween::400"", ""src/eval/evaluation.cpp::evaluate::35""]","[""src/eval/evaluation.cpp::init_tables::22"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""src/init.cpp::initLeaperPiecesAttacks::282"", ""src/init.cpp::initialiseSquaresBetween::400"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/search/search.cpp::initSearchTables::54"", ""debug_tests/game_scenario.cpp::Test::Debug::boardNonPawnMat::43"", ""src/eval/evaluation.cpp::flip::17"", ""src/init.cpp::initAll::428""]",1,1.0
bge-base,raw,q_0390,difficult,state_transition,How does the code move from takes input calculates white black composed several pawn structure mobility to a resulting state while preserving context?,"[""src/eval/evaluation.cpp::evaluate::35""]",src/misc.cpp::parseMove::135,"[""src/misc.cpp::parseMove::135"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/UCI.cpp::handlePosition::122"", ""src/search/see.cpp::see::14"", ""src/eval/evaluation.cpp::evaluate::35""]","[""src/misc.cpp::parseMove::135"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/UCI.cpp::handlePosition::122"", ""src/search/see.cpp::see::14"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/search/see.cpp::see::14"", ""include/move.h::Move::Move::35"", ""src/UCI.cpp::handlePosition::122"", ""src/search/see.cpp::see::14"", ""src/search/see.cpp::see::14""]",2,0.5
bge-base,raw,q_0391,difficult,multi_hop,How does takes input calculates white black composed several pawn structure mobility reach takes bitboard input iterates over bits using bitwise increments count through an intermediate processing step?,"[""src/eval/evaluation.cpp::evaluate::35"", ""include/inline_functions.h::countBits::9"", ""include/inline_functions.h::pop_lsb::36""]",src/eval/evaluation.cpp::evaluate::35,"[""src/eval/evaluation.cpp::evaluate::35"", ""src/search/see.cpp::see::14"", ""src/search/see.cpp::see::14"", ""src/search/see.cpp::see::14"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54""]","[""src/eval/evaluation.cpp::evaluate::35"", ""src/search/see.cpp::see::14"", ""src/search/see.cpp::see::14"", ""src/search/see.cpp::see::14"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKingMoves::67"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/init.cpp::initSliderAttacks::291"", ""src/eval/evaluation.cpp::evaluate::35"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKnightMoves::39""]",1,1.0
bge-base,raw,q_0392,difficult,state_transition,How does the code move from initialises line populating arrays information about rook attacks between squares to a resulting state while preserving context?,"[""src/init.cpp::initialiseLine::416""]",src/init.cpp::initSliderAttacks::291,"[""src/init.cpp::initSliderAttacks::291"", ""src/init.cpp::initialiseSquaresBetween::400"", ""src/init.cpp::initialiseLine::416"", ""src/init.cpp::initLeaperPiecesAttacks::282"", ""src/UCI.cpp::handlePosition::122""]","[""src/init.cpp::initSliderAttacks::291"", ""src/init.cpp::initialiseSquaresBetween::400"", ""src/init.cpp::initialiseLine::416"", ""src/init.cpp::initLeaperPiecesAttacks::282"", ""src/UCI.cpp::handlePosition::122"", ""include/inline_functions.h::getRookAttacks::66"", ""src/init.cpp::initEvaluationMasks::358"", ""src/init.cpp::maskRookMoves::198"", ""src/init.cpp::maskKingMoves::162"", ""src/init.cpp::rookAttacksOnTheFly::241""]",3,0.3333333333333333
bge-base,raw,q_0393,moderate,control_flow,Where should I inspect the decision that changes what happens after parses options reading tokens input stream?,"[""src/UCI.cpp::handleOption::103""]",src/UCI.cpp::handleOption::103,"[""src/UCI.cpp::handleOption::103"", ""src/UCI.cpp::handlePosition::122"", ""src/UCI.cpp::handlePosition::122"", ""src/UCI.cpp::handleGo::194"", ""debug_tests/see_tests.cpp::Test::Debug::see_test::15""]","[""src/UCI.cpp::handleOption::103"", ""src/UCI.cpp::handlePosition::122"", ""src/UCI.cpp::handlePosition::122"", ""src/UCI.cpp::handleGo::194"", ""debug_tests/see_tests.cpp::Test::Debug::see_test::15"", ""src/UCI.cpp::UCI::238"", ""src/UCI.cpp::handlePosition::122"", ""debug_tests/see_tests.cpp::Test::Debug::see_test::15"", ""src/UCI.cpp::handlePosition::122"", ""src/UCI.cpp::handleOption::66""]",1,1.0
bge-base,raw,q_0394,easy,functionality,Where should I start looking to understand successfully verifies check valid but fails invalid one?,"[""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27""]",debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27,"[""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27"", ""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27"", ""src/hashtable.cpp::checkHashOccupancy::132"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countPawnAttacks::17"", ""src/hashtable.cpp::recordHash::114""]","[""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27"", ""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27"", ""src/hashtable.cpp::checkHashOccupancy::132"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countPawnAttacks::17"", ""src/hashtable.cpp::recordHash::114"", ""src/eval/evaluation.cpp::evaluate::35"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countBishopMoves_noEdges::94"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""debug_tests/see_tests.cpp::Test::Debug::see_test::15""]",1,1.0
bge-base,raw,q_0395,moderate,control_flow,What branch determines the next step after prints list moves bit?,"[""src/misc.cpp::printMovesList::122""]",debug_tests/move_tests.cpp::Test::Debug::printMoveOrdering::50,"[""debug_tests/move_tests.cpp::Test::Debug::printMoveOrdering::50"", ""src/misc.cpp::printMovesList::122"", ""benchmark_tests/perft_tests.cpp::Test::BenchMark::perft::60"", ""debug_tests/move_tests.cpp::Test::Debug::moveSorting::20"", ""src/misc.cpp::printBitBoard::27""]","[""debug_tests/move_tests.cpp::Test::Debug::printMoveOrdering::50"", ""src/misc.cpp::printMovesList::122"", ""benchmark_tests/perft_tests.cpp::Test::BenchMark::perft::60"", ""debug_tests/move_tests.cpp::Test::Debug::moveSorting::20"", ""src/misc.cpp::printBitBoard::27"", ""src/misc.cpp::printMove::81"", ""src/UCI.cpp::handlePosition::122"", ""debug_tests/move_tests.cpp::Test::Debug::moveSorting::20"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countBishopMoves_noEdges::94"", ""src/UCI.cpp::handlePosition::122""]",2,0.5
bge-base,raw,q_0396,difficult,state_transition,Where should I investigate how takes integer representing chess input bitmask represents all possible knight prepares or changes state before the next stage?,"[""src/init.cpp::maskKnightMoves::142""]",src/eval/evaluation.cpp::evaluate::35,"[""src/eval/evaluation.cpp::evaluate::35"", ""src/init.cpp::initSliderAttacks::291"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKingMoves::67"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKnightMoves::39"", ""src/init.cpp::maskKingMoves::162""]","[""src/eval/evaluation.cpp::evaluate::35"", ""src/init.cpp::initSliderAttacks::291"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKingMoves::67"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKnightMoves::39"", ""src/init.cpp::maskKingMoves::162"", ""src/init.cpp::maskPawnAttacks::123"", ""src/init.cpp::initLeaperPiecesAttacks::282"", ""src/init.cpp::maskKnightMoves::142"", ""src/init.cpp::maskRookMoves::198"", ""src/init.cpp::initSliderAttacks::291""]",8,0.125
bge-base,raw,q_0397,moderate,dependencies,Which prerequisite relationship should I inspect around takes input calculates white black composed several pawn structure mobility?,"[""src/eval/evaluation.cpp::evaluate::35"", ""include/inline_functions.h::pop_lsb::36""]",src/eval/evaluation.cpp::evaluate::35,"[""src/eval/evaluation.cpp::evaluate::35"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/search/see.cpp::see::14""]","[""src/eval/evaluation.cpp::evaluate::35"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/search/see.cpp::see::14"", ""src/search/see.cpp::see::14"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""src/eval/evaluation.cpp::evaluate::35"", ""debug_tests/game_scenario.cpp::Test::Debug::boardNonPawnMat::43"", ""src/init.cpp::initLeaperPiecesAttacks::282""]",1,1.0
